failure_id,machine_id,failure_timestamp,component_failed,downtime_hours,failure_severity,failure_occurred,failure_within_24h,failure_within_7d,root_cause_category,root_cause_subcategory,confidence_label,engineer_verified,pre_failure_anomaly_window_hours,max_temperature_c_72h,max_vibration_x_72h,max_motor_current_a_72h,min_lubricant_quality_72h,diagnostic_summary,recommended_action
F00791,M015,2025-08-05T06:42:44,control_board,1.81,Minor,1,1,1,electrical_fault,control board fault,0.94,True,48,49.95,0.876,15.495,49.93,control_board failed after a 48-hour electrical_fault pattern connected to control board fault. Sensor rows in that window carry related_failure_id=F00791.,check power supply and wiring
F00792,M015,2025-08-07T09:18:50,control_board,6.63,Moderate,1,1,1,electrical_fault,control board fault,0.78,True,72,58.54,1.258,18.013,50.17,control_board failed after a 72-hour electrical_fault pattern connected to control board fault. Sensor rows in that window carry related_failure_id=F00792.,reset and recalibrate sensor
F00793,M017,2025-08-08T03:27:40,power_relay,6.75,Moderate,1,1,1,sensor_or_control,thermal sensor drift,0.92,True,72,76.77,0.082,6.677,76.34,power_relay failed after a 72-hour sensor_or_control pattern connected to thermal sensor drift. Sensor rows in that window carry related_failure_id=F00793.,reset and recalibrate sensor
F00794,M010,2025-08-09T16:34:00,bobbin_case,10.05,Major,1,1,1,wear_or_lubrication,needle drive vibration,0.86,True,72,78.11,1.621,3.642,36.71,bobbin_case failed after a 72-hour wear_or_lubrication pattern connected to needle drive vibration. Sensor rows in that window carry related_failure_id=F00794.,inspect component and replace if worn
F00795,M005,2025-08-09T22:12:00,pan_tilt_motor,1.93,Minor,1,1,1,wear_or_lubrication,pan tilt motor binding,0.82,True,72,54.67,0.107,1.171,50.55,pan_tilt_motor failed after a 72-hour wear_or_lubrication pattern connected to pan tilt motor binding. Sensor rows in that window carry related_failure_id=F00795.,top up lubricant and inspect bearings
F00796,M019,2025-08-10T21:55:00,thermostat,43.72,Critical,1,1,1,wear_or_lubrication,condenser fan imbalance,0.86,True,72,26.87,0.983,4.765,43.36,thermostat failed after a 72-hour wear_or_lubrication pattern connected to condenser fan imbalance. Sensor rows in that window carry related_failure_id=F00796.,check power supply and wiring
F00797,M005,2025-08-15T23:54:00,image_sensor,1.4,Minor,1,1,1,electrical_fault,power board instability,0.82,True,72,48.38,0.186,1.674,36.5,image_sensor failed after a 72-hour electrical_fault pattern connected to power board instability. Sensor rows in that window carry related_failure_id=F00797.,check power supply and wiring
F00798,M006,2025-08-16T17:46:00,image_sensor,56.41,Critical,1,1,1,wear_or_lubrication,shutter actuator wear,0.9,True,72,49.79,0.212,2.457,45.15,image_sensor failed after a 72-hour wear_or_lubrication pattern connected to shutter actuator wear. Sensor rows in that window carry related_failure_id=F00798.,reset and recalibrate sensor
F00799,M008,2025-08-18T13:01:00,paper_path_sensor,1.22,Minor,1,1,1,wear_or_lubrication,feed roller wear,0.78,True,72,53.28,0.663,3.283,40.65,paper_path_sensor failed after a 72-hour wear_or_lubrication pattern connected to feed roller wear. Sensor rows in that window carry related_failure_id=F00799.,top up lubricant and inspect bearings
F00800,M019,2025-08-19T03:56:00,thermostat,18.62,Major,1,1,1,pressure_or_airflow,door seal leak,0.95,True,72,27.94,0.392,5.185,72.49,thermostat failed after a 72-hour pressure_or_airflow pattern connected to door seal leak. Sensor rows in that window carry related_failure_id=F00800.,reset and recalibrate sensor
F00801,M015,2025-08-23T01:50:00,refrigerant_loop,5.07,Moderate,1,1,1,electrical_fault,control board fault,0.91,True,96,60.76,1.091,15.708,46.21,refrigerant_loop failed after a 96-hour electrical_fault pattern connected to control board fault. Sensor rows in that window carry related_failure_id=F00801.,reset and recalibrate sensor
F00802,M007,2025-08-25T07:32:00,imaging_drum,6.14,Moderate,1,1,1,blockage_or_jam,paper feed jam,0.84,True,96,188.33,1.86,10.09,42.35,imaging_drum failed after a 96-hour blockage_or_jam pattern connected to paper feed jam. Sensor rows in that window carry related_failure_id=F00802.,clean or clear obstruction
F00803,M015,2025-08-28T18:36:00,control_board,19.07,Major,1,1,1,electrical_fault,control board fault,0.78,True,72,56.96,0.455,12.835,54.02,control_board failed after a 72-hour electrical_fault pattern connected to control board fault. Sensor rows in that window carry related_failure_id=F00803.,reset and recalibrate sensor
F00804,M002,2025-08-31T22:34:00,hose,56.72,Critical,1,1,1,blockage_or_jam,brush roll jam,0.95,True,72,63.84,2.106,9.431,69.37,hose failed after a 72-hour blockage_or_jam pattern connected to brush roll jam. Sensor rows in that window carry related_failure_id=F00804.,top up lubricant and inspect bearings
F00805,M020,2025-09-01T08:11:00,bluetooth_module,5.6,Moderate,1,1,1,electrical_fault,charging port fault,0.92,True,96,43.55,0.075,0.584,85.24,bluetooth_module failed after a 96-hour electrical_fault pattern connected to charging port fault. Sensor rows in that window carry related_failure_id=F00805.,reset and recalibrate sensor
F00806,M019,2025-09-02T05:32:39,condenser_fan,24.0,Major,1,1,1,sensor_or_control,thermostat drift,0.96,True,24,28.7,1.17,4.69,67.21,condenser_fan failed after a 24-hour sensor_or_control pattern connected to thermostat drift. Sensor rows in that window carry related_failure_id=F00806.,check power supply and wiring
F00807,M006,2025-09-03T14:24:00,image_sensor,1.84,Minor,1,1,1,blockage_or_jam,lens mount obstruction,0.9,True,72,41.89,0.265,2.992,68.88,image_sensor failed after a 72-hour blockage_or_jam pattern connected to lens mount obstruction. Sensor rows in that window carry related_failure_id=F00807.,schedule immediate service
F00808,M010,2025-09-05T21:44:00,bobbin_case,1.82,Minor,1,1,1,wear_or_lubrication,insufficient lubrication,0.86,False,72,71.69,1.774,3.408,62.4,bobbin_case failed after a 72-hour wear_or_lubrication pattern connected to insufficient lubrication. Sensor rows in that window carry related_failure_id=F00808.,inspect component and replace if worn
F00809,M018,2025-09-05T23:15:00,keypad_matrix,3.84,Moderate,1,1,1,sensor_or_control,keypad contact issue,0.91,True,96,37.36,0.024,0.117,78.64,keypad_matrix failed after a 96-hour sensor_or_control pattern connected to keypad contact issue. Sensor rows in that window carry related_failure_id=F00809.,reset and recalibrate sensor
F00810,M007,2025-09-06T06:58:57,imaging_drum,12.51,Major,1,1,1,overheating,fuser overheating,0.98,True,72,196.79,0.448,9.776,40.36,imaging_drum failed after a 72-hour overheating pattern connected to fuser overheating. Sensor rows in that window carry related_failure_id=F00810.,top up lubricant and inspect bearings
F00811,M014,2025-09-06T07:04:56,keypad,3.61,Moderate,1,1,1,sensor_or_control,keypad fault,0.92,True,72,43.41,0.046,0.302,80.95,keypad failed after a 72-hour sensor_or_control pattern connected to keypad fault. Sensor rows in that window carry related_failure_id=F00811.,top up lubricant and inspect bearings
F00812,M003,2025-09-08T20:45:41,drain_pump,6.49,Moderate,1,1,1,overheating,heater fault,0.86,True,72,51.73,0.16,8.935,68.58,drain_pump failed after a 72-hour overheating pattern connected to heater fault. Sensor rows in that window carry related_failure_id=F00812.,check power supply and wiring
F00813,M003,2025-09-09T14:54:00,circulation_pump,8.5,Major,1,1,1,overheating,heater fault,0.79,True,96,69.15,0.551,9.805,67.23,circulation_pump failed after a 96-hour overheating pattern connected to heater fault. Sensor rows in that window carry related_failure_id=F00813.,inspect component and replace if worn
F00814,M005,2025-09-12T03:12:54,image_sensor,2.12,Minor,1,1,1,wear_or_lubrication,pan tilt motor binding,0.77,True,72,55.95,0.391,1.237,29.41,image_sensor failed after a 72-hour wear_or_lubrication pattern connected to pan tilt motor binding. Sensor rows in that window carry related_failure_id=F00814.,top up lubricant and inspect bearings
F00815,M003,2025-09-12T15:48:00,circulation_pump,0.83,Minor,1,1,1,blockage_or_jam,drain restriction,0.93,True,48,64.11,0.613,9.422,67.36,circulation_pump failed after a 48-hour blockage_or_jam pattern connected to drain restriction. Sensor rows in that window carry related_failure_id=F00815.,schedule immediate service
F00816,M010,2025-09-16T02:38:00,feed_dog,23.48,Major,1,1,1,wear_or_lubrication,needle drive vibration,0.81,True,72,55.71,1.286,3.606,65.04,feed_dog failed after a 72-hour wear_or_lubrication pattern connected to needle drive vibration. Sensor rows in that window carry related_failure_id=F00816.,inspect component and replace if worn
F00817,M003,2025-09-17T11:09:40,drain_pump,13.49,Major,1,1,1,overheating,heater fault,0.88,True,72,78.95,0.194,10.074,70.22,drain_pump failed after a 72-hour overheating pattern connected to heater fault. Sensor rows in that window carry related_failure_id=F00817.,inspect component and replace if worn
F00818,M014,2025-09-19T03:04:00,keypad,14.37,Major,1,1,1,sensor_or_control,keypad fault,0.98,True,72,37.5,0.037,0.291,81.14,keypad failed after a 72-hour sensor_or_control pattern connected to keypad fault. Sensor rows in that window carry related_failure_id=F00818.,check power supply and wiring
F00819,M020,2025-09-21T04:42:00,bluetooth_module,1.69,Minor,1,1,1,electrical_fault,battery degradation,0.8,True,72,41.79,0.058,0.469,79.57,bluetooth_module failed after a 72-hour electrical_fault pattern connected to battery degradation. Sensor rows in that window carry related_failure_id=F00819.,top up lubricant and inspect bearings
F00820,M001,2025-09-21T20:51:00,cooling_fan,2.4,Minor,1,1,1,pressure_or_airflow,cooling fan failure,0.95,True,72,190.99,0.11,15.417,65.84,cooling_fan failed after a 72-hour pressure_or_airflow pattern connected to cooling fan failure. Sensor rows in that window carry related_failure_id=F00820.,inspect component and replace if worn
F00821,M015,2025-09-23T04:59:00,refrigerant_loop,6.15,Moderate,1,1,1,electrical_fault,control board fault,0.95,True,72,55.03,0.772,13.236,21.47,refrigerant_loop failed after a 72-hour electrical_fault pattern connected to control board fault. Sensor rows in that window carry related_failure_id=F00821.,reset and recalibrate sensor
F00822,M007,2025-09-26T06:59:37,imaging_drum,1.19,Minor,1,1,1,overheating,fuser overheating,0.82,True,72,187.77,1.922,11.371,45.31,imaging_drum failed after a 72-hour overheating pattern connected to fuser overheating. Sensor rows in that window carry related_failure_id=F00822.,check power supply and wiring
F00823,M008,2025-09-30T16:12:15,drive_motor,1.16,Minor,1,1,1,wear_or_lubrication,feed roller wear,0.95,True,72,76.79,0.559,3.461,48.96,drive_motor failed after a 72-hour wear_or_lubrication pattern connected to feed roller wear. Sensor rows in that window carry related_failure_id=F00823.,top up lubricant and inspect bearings
F00824,M011,2025-09-30T20:24:49,door_interlock,8.09,Moderate,1,1,1,sensor_or_control,door interlock fault,0.8,False,72,83.5,0.235,9.119,69.4,door_interlock failed after a 72-hour sensor_or_control pattern connected to door interlock fault. Sensor rows in that window carry related_failure_id=F00824.,check power supply and wiring
F00825,M007,2025-09-30T22:20:00,imaging_drum,12.02,Major,1,1,1,blockage_or_jam,paper feed jam,0.92,True,72,124.47,1.192,11.221,41.04,imaging_drum failed after a 72-hour blockage_or_jam pattern connected to paper feed jam. Sensor rows in that window carry related_failure_id=F00825.,inspect component and replace if worn
F00826,M020,2025-10-02T21:24:00,audio_driver,2.94,Moderate,1,1,1,sensor_or_control,audio driver distortion,0.91,True,72,43.16,0.063,0.429,77.48,audio_driver failed after a 72-hour sensor_or_control pattern connected to audio driver distortion. Sensor rows in that window carry related_failure_id=F00826.,check power supply and wiring
F00827,M011,2025-10-04T02:17:00,magnetron,18.44,Major,1,1,1,sensor_or_control,door interlock fault,0.87,True,72,67.4,0.234,9.186,68.98,magnetron failed after a 72-hour sensor_or_control pattern connected to door interlock fault. Sensor rows in that window carry related_failure_id=F00827.,reset and recalibrate sensor
F00828,M011,2025-10-04T13:30:00,turntable_motor,2.77,Moderate,1,1,1,overheating,magnetron overheating,0.98,True,72,88.45,0.209,9.61,68.83,turntable_motor failed after a 72-hour overheating pattern connected to magnetron overheating. Sensor rows in that window carry related_failure_id=F00828.,inspect component and replace if worn
F00829,M019,2025-10-06T14:19:00,door_seal,24.0,Major,1,1,1,sensor_or_control,thermostat drift,0.93,True,72,38.3,0.205,5.103,55.94,door_seal failed after a 72-hour sensor_or_control pattern connected to thermostat drift. Sensor rows in that window carry related_failure_id=F00829.,check power supply and wiring
F00830,M016,2025-10-08T11:02:28,mounting_clamp,1.62,Minor,1,1,1,sensor_or_control,trigger sensor drift,0.81,True,72,57.98,0.195,1.272,78.17,mounting_clamp failed after a 72-hour sensor_or_control pattern connected to trigger sensor drift. Sensor rows in that window carry related_failure_id=F00830.,reset and recalibrate sensor
F00831,M019,2025-10-11T12:26:27,thermostat,1.78,Minor,1,1,1,pressure_or_airflow,door seal leak,0.8,True,72,33.65,0.964,4.783,34.14,thermostat failed after a 72-hour pressure_or_airflow pattern connected to door seal leak. Sensor rows in that window carry related_failure_id=F00831.,inspect component and replace if worn
F00832,M018,2025-10-12T19:01:38,logic_board,1.61,Minor,1,1,1,sensor_or_control,display segment fault,0.82,True,48,44.04,0.042,0.062,80.96,logic_board failed after a 48-hour sensor_or_control pattern connected to display segment fault. Sensor rows in that window carry related_failure_id=F00832.,reset and recalibrate sensor
F00833,M015,2025-10-13T16:18:00,refrigerant_loop,5.1,Moderate,1,1,1,electrical_fault,control board fault,0.77,False,48,53.41,1.134,15.24,28.66,refrigerant_loop failed after a 48-hour electrical_fault pattern connected to control board fault. Sensor rows in that window carry related_failure_id=F00833.,reset and recalibrate sensor
F00834,M016,2025-10-19T00:10:41,audio_processor,6.89,Moderate,1,1,1,electrical_fault,power input noise,0.85,True,72,67.74,0.205,1.551,77.22,audio_processor failed after a 72-hour electrical_fault pattern connected to power input noise. Sensor rows in that window carry related_failure_id=F00834.,check power supply and wiring
F00835,M011,2025-10-19T01:57:00,turntable_motor,4.91,Moderate,1,1,1,overheating,magnetron overheating,0.98,False,96,102.77,0.212,9.678,67.53,turntable_motor failed after a 96-hour overheating pattern connected to magnetron overheating. Sensor rows in that window carry related_failure_id=F00835.,inspect component and replace if worn
F00836,M013,2025-10-21T09:25:42,blade_assembly,17.72,Major,1,1,1,pressure_or_airflow,jar seal leak,0.84,True,72,70.51,0.813,6.753,66.9,blade_assembly failed after a 72-hour pressure_or_airflow pattern connected to jar seal leak. Sensor rows in that window carry related_failure_id=F00836.,check power supply and wiring
F00837,M003,2025-10-24T01:46:00,drain_pump,4.24,Moderate,1,1,1,pressure_or_airflow,water pressure anomaly,0.78,True,72,66.24,0.348,9.028,66.47,drain_pump failed after a 72-hour pressure_or_airflow pattern connected to water pressure anomaly. Sensor rows in that window carry related_failure_id=F00837.,schedule immediate service
F00838,M017,2025-10-24T17:53:00,thermal_sensor,0.84,Minor,1,1,1,electrical_fault,power relay fault,0.92,True,72,73.68,0.075,7.643,74.2,thermal_sensor failed after a 72-hour electrical_fault pattern connected to power relay fault. Sensor rows in that window carry related_failure_id=F00838.,reset and recalibrate sensor
F00839,M018,2025-10-27T01:57:00,keypad_matrix,1.69,Minor,1,1,1,electrical_fault,logic board reset,0.84,True,72,38.71,0.04,0.136,80.19,keypad_matrix failed after a 72-hour electrical_fault pattern connected to logic board reset. Sensor rows in that window carry related_failure_id=F00839.,reset and recalibrate sensor
F00840,M019,2025-10-27T10:42:20,condenser_fan,16.52,Major,1,1,1,wear_or_lubrication,condenser fan imbalance,0.97,True,72,23.92,1.124,5.095,68.12,condenser_fan failed after a 72-hour wear_or_lubrication pattern connected to condenser fan imbalance. Sensor rows in that window carry related_failure_id=F00840.,top up lubricant and inspect bearings
F00841,M006,2025-10-27T13:20:41,image_sensor,24.0,Major,1,1,1,blockage_or_jam,lens mount obstruction,0.89,True,72,50.57,0.23,2.649,57.48,image_sensor failed after a 72-hour blockage_or_jam pattern connected to lens mount obstruction. Sensor rows in that window carry related_failure_id=F00841.,clean or clear obstruction
F00842,M003,2025-10-28T04:20:00,drain_pump,5.16,Moderate,1,1,1,overheating,heater fault,0.86,True,24,71.73,0.001,10.071,73.11,drain_pump failed after a 24-hour overheating pattern connected to heater fault. Sensor rows in that window carry related_failure_id=F00842.,schedule immediate service
F00843,M018,2025-10-30T23:50:00,lcd_display,4.43,Moderate,1,1,1,sensor_or_control,display segment fault,0.8,True,72,40.96,0.036,0.102,81.4,lcd_display failed after a 72-hour sensor_or_control pattern connected to display segment fault. Sensor rows in that window carry related_failure_id=F00843.,clean or clear obstruction
F00844,M004,2025-10-31T12:28:00,speaker_driver,20.92,Major,1,1,1,overheating,amplifier overheating,0.85,True,72,61.5,0.443,3.871,82.39,speaker_driver failed after a 72-hour overheating pattern connected to amplifier overheating. Sensor rows in that window carry related_failure_id=F00844.,check power supply and wiring
F00845,M013,2025-11-01T21:39:00,drive_motor,3.72,Moderate,1,1,1,overheating,motor overheating,0.82,True,72,89.57,1.664,7.296,69.07,drive_motor failed after a 72-hour overheating pattern connected to motor overheating. Sensor rows in that window carry related_failure_id=F00845.,check power supply and wiring
F00846,M008,2025-11-03T21:05:16,drive_motor,13.79,Major,1,1,1,overheating,scan head overheating,0.93,True,72,45.69,0.94,3.316,68.46,drive_motor failed after a 72-hour overheating pattern connected to scan head overheating. Sensor rows in that window carry related_failure_id=F00846.,schedule immediate service
F00847,M014,2025-11-05T12:31:00,battery_pack,0.92,Minor,1,1,1,sensor_or_control,keypad fault,0.84,True,72,37.91,0.04,0.376,78.94,battery_pack failed after a 72-hour sensor_or_control pattern connected to keypad fault. Sensor rows in that window carry related_failure_id=F00847.,reset and recalibrate sensor
F00848,M006,2025-11-05T20:44:00,lens_mount,43.0,Critical,1,1,1,electrical_fault,battery voltage sag,0.83,True,72,47.48,0.071,3.101,66.88,lens_mount failed after a 72-hour electrical_fault pattern connected to battery voltage sag. Sensor rows in that window carry related_failure_id=F00848.,schedule immediate service
F00849,M005,2025-11-06T19:50:42,network_module,0.86,Minor,1,1,1,electrical_fault,power board instability,0.96,True,72,49.94,0.222,1.785,48.95,network_module failed after a 72-hour electrical_fault pattern connected to power board instability. Sensor rows in that window carry related_failure_id=F00849.,check power supply and wiring
F00850,M017,2025-11-07T07:48:00,power_relay,1.74,Minor,1,1,1,pressure_or_airflow,lid seal leak,0.83,False,72,86.66,0.059,7.307,79.03,power_relay failed after a 72-hour pressure_or_airflow pattern connected to lid seal leak. Sensor rows in that window carry related_failure_id=F00850.,clean or clear obstruction
F00851,M005,2025-11-08T06:59:13,pan_tilt_motor,18.1,Major,1,1,1,wear_or_lubrication,pan tilt motor binding,0.81,True,72,45.96,0.278,1.496,35.75,pan_tilt_motor failed after a 72-hour wear_or_lubrication pattern connected to pan tilt motor binding. Sensor rows in that window carry related_failure_id=F00851.,top up lubricant and inspect bearings
F00852,M018,2025-11-08T22:31:00,logic_board,1.28,Minor,1,1,1,electrical_fault,logic board reset,0.92,True,72,37.52,0.035,0.119,80.2,logic_board failed after a 72-hour electrical_fault pattern connected to logic board reset. Sensor rows in that window carry related_failure_id=F00852.,inspect component and replace if worn
F00853,M010,2025-11-09T04:40:00,bobbin_case,8.5,Moderate,1,1,1,overheating,motor overheating,0.79,True,48,52.41,0.83,3.8,30.97,bobbin_case failed after a 48-hour overheating pattern connected to motor overheating. Sensor rows in that window carry related_failure_id=F00853.,inspect component and replace if worn
F00854,M014,2025-11-12T08:29:00,battery_pack,2.0,Minor,1,1,1,electrical_fault,charging contact corrosion,0.78,True,48,35.88,0.065,0.372,85.77,battery_pack failed after a 48-hour electrical_fault pattern connected to charging contact corrosion. Sensor rows in that window carry related_failure_id=F00854.,check power supply and wiring
F00855,M004,2025-11-13T19:24:00,speaker_driver,6.25,Moderate,1,1,1,sensor_or_control,speaker driver distortion,0.89,True,72,71.16,0.179,2.968,82.27,speaker_driver failed after a 72-hour sensor_or_control pattern connected to speaker driver distortion. Sensor rows in that window carry related_failure_id=F00855.,reset and recalibrate sensor
F00856,M008,2025-11-14T15:46:00,paper_path_sensor,0.84,Minor,1,1,1,blockage_or_jam,paper path obstruction,0.85,True,72,54.87,0.8,3.258,61.56,paper_path_sensor failed after a 72-hour blockage_or_jam pattern connected to paper path obstruction. Sensor rows in that window carry related_failure_id=F00856.,schedule immediate service
F00857,M001,2025-11-16T07:08:01,door_seal,1.31,Minor,1,1,1,overheating,heating element degradation,0.92,True,72,230.65,0.081,16.953,69.96,door_seal failed after a 72-hour overheating pattern connected to heating element degradation. Sensor rows in that window carry related_failure_id=F00857.,inspect component and replace if worn
F00858,M015,2025-11-19T09:40:00,refrigerant_loop,55.46,Critical,1,1,1,wear_or_lubrication,fan motor bearing wear,0.93,True,24,52.26,1.156,11.234,37.91,refrigerant_loop failed after a 24-hour wear_or_lubrication pattern connected to fan motor bearing wear. Sensor rows in that window carry related_failure_id=F00858.,top up lubricant and inspect bearings
F00859,M003,2025-11-23T00:46:00,circulation_pump,48.59,Critical,1,1,1,pressure_or_airflow,water pressure anomaly,0.96,True,72,65.82,0.226,9.713,76.59,circulation_pump failed after a 72-hour pressure_or_airflow pattern connected to water pressure anomaly. Sensor rows in that window carry related_failure_id=F00859.,clean or clear obstruction
F00860,M009,2025-11-23T03:34:00,temperature_sensor,5.02,Moderate,1,1,1,overheating,induction coil overheating,0.89,True,72,185.83,0.312,15.834,51.82,temperature_sensor failed after a 72-hour overheating pattern connected to induction coil overheating. Sensor rows in that window carry related_failure_id=F00860.,inspect component and replace if worn
F00861,M017,2025-11-26T02:59:00,heating_plate,22.74,Major,1,1,1,sensor_or_control,thermal sensor drift,0.94,True,72,79.08,0.088,5.916,73.45,heating_plate failed after a 72-hour sensor_or_control pattern connected to thermal sensor drift. Sensor rows in that window carry related_failure_id=F00861.,inspect component and replace if worn
F00862,M017,2025-12-02T07:10:00,power_relay,15.9,Major,1,1,1,pressure_or_airflow,lid seal leak,0.85,True,72,76.4,0.075,6.805,75.29,power_relay failed after a 72-hour pressure_or_airflow pattern connected to lid seal leak. Sensor rows in that window carry related_failure_id=F00862.,check power supply and wiring
F00863,M009,2025-12-02T20:10:00,temperature_sensor,6.64,Moderate,1,1,1,electrical_fault,power module fault,0.8,True,72,147.12,0.331,22.176,52.91,temperature_sensor failed after a 72-hour electrical_fault pattern connected to power module fault. Sensor rows in that window carry related_failure_id=F00863.,clean or clear obstruction
F00864,M015,2025-12-02T22:11:00,compressor,15.57,Major,1,1,1,electrical_fault,control board fault,0.86,False,72,60.57,1.041,12.994,61.98,compressor failed after a 72-hour electrical_fault pattern connected to control board fault. Sensor rows in that window carry related_failure_id=F00864.,check power supply and wiring
F00865,M014,2025-12-11T17:53:00,keypad,3.72,Moderate,1,1,1,sensor_or_control,keypad fault,0.84,True,72,44.18,0.052,0.353,78.81,keypad failed after a 72-hour sensor_or_control pattern connected to keypad fault. Sensor rows in that window carry related_failure_id=F00865.,check power supply and wiring
F00866,M001,2025-12-13T03:53:00,door_seal,9.44,Major,1,1,1,overheating,heating element degradation,0.81,True,72,221.23,0.082,16.978,67.56,door_seal failed after a 72-hour overheating pattern connected to heating element degradation. Sensor rows in that window carry related_failure_id=F00866.,inspect component and replace if worn
F00867,M008,2025-12-14T07:47:00,paper_path_sensor,4.19,Moderate,1,1,1,overheating,scan head overheating,0.92,True,72,76.01,0.312,3.335,67.07,paper_path_sensor failed after a 72-hour overheating pattern connected to scan head overheating. Sensor rows in that window carry related_failure_id=F00867.,inspect component and replace if worn
F00868,M019,2025-12-15T19:23:09,door_seal,8.31,Moderate,1,1,1,sensor_or_control,thermostat drift,0.78,True,24,30.23,0.635,4.995,55.95,door_seal failed after a 24-hour sensor_or_control pattern connected to thermostat drift. Sensor rows in that window carry related_failure_id=F00868.,check power supply and wiring
F00869,M003,2025-12-16T02:30:00,circulation_pump,3.65,Moderate,1,1,1,pressure_or_airflow,water pressure anomaly,0.96,True,72,51.81,0.641,9.615,66.94,circulation_pump failed after a 72-hour pressure_or_airflow pattern connected to water pressure anomaly. Sensor rows in that window carry related_failure_id=F00869.,clean or clear obstruction
F00870,M009,2025-12-17T00:55:12,temperature_sensor,0.98,Minor,1,1,1,overheating,induction coil overheating,0.98,True,72,168.65,0.318,20.703,56.1,temperature_sensor failed after a 72-hour overheating pattern connected to induction coil overheating. Sensor rows in that window carry related_failure_id=F00870.,inspect component and replace if worn
F00871,M012,2025-12-17T09:15:00,foil_head,4.52,Moderate,1,1,1,electrical_fault,charging port fault,0.91,True,72,45.83,0.533,0.996,48.06,foil_head failed after a 72-hour electrical_fault pattern connected to charging port fault. Sensor rows in that window carry related_failure_id=F00871.,reset and recalibrate sensor
F00872,M011,2025-12-18T06:27:05,magnetron,34.21,Critical,1,1,1,sensor_or_control,door interlock fault,0.85,True,72,85.7,0.252,9.101,67.65,magnetron failed after a 72-hour sensor_or_control pattern connected to door interlock fault. Sensor rows in that window carry related_failure_id=F00872.,reset and recalibrate sensor
F00873,M003,2025-12-19T11:36:00,drain_pump,5.53,Moderate,1,1,1,blockage_or_jam,drain restriction,0.83,True,72,56.83,0.131,9.841,66.04,drain_pump failed after a 72-hour blockage_or_jam pattern connected to drain restriction. Sensor rows in that window carry related_failure_id=F00873.,clean or clear obstruction
F00874,M013,2025-12-20T11:28:29,drive_motor,56.51,Critical,1,1,1,overheating,motor overheating,0.89,True,72,104.2,0.832,6.423,66.24,drive_motor failed after a 72-hour overheating pattern connected to motor overheating. Sensor rows in that window carry related_failure_id=F00874.,reset and recalibrate sensor
F00875,M014,2025-12-23T10:04:00,battery_pack,17.77,Major,1,1,1,sensor_or_control,speaker fault,0.79,True,72,42.47,0.051,0.321,80.27,battery_pack failed after a 72-hour sensor_or_control pattern connected to speaker fault. Sensor rows in that window carry related_failure_id=F00875.,top up lubricant and inspect bearings
F00876,M013,2025-12-24T10:26:00,coupler,4.41,Moderate,1,1,1,blockage_or_jam,blade jam,0.88,True,72,92.87,1.984,6.351,73.69,coupler failed after a 72-hour blockage_or_jam pattern connected to blade jam. Sensor rows in that window carry related_failure_id=F00876.,clean or clear obstruction
F00877,M015,2025-12-26T22:44:00,refrigerant_loop,24.0,Critical,1,1,1,wear_or_lubrication,fan motor bearing wear,0.79,True,72,57.88,0.675,11.392,28.77,refrigerant_loop failed after a 72-hour wear_or_lubrication pattern connected to fan motor bearing wear. Sensor rows in that window carry related_failure_id=F00877.,inspect component and replace if worn
F00878,M017,2025-12-29T12:32:00,thermal_sensor,1.31,Minor,1,1,1,pressure_or_airflow,lid seal leak,0.79,True,96,76.69,0.077,6.802,77.92,thermal_sensor failed after a 96-hour pressure_or_airflow pattern connected to lid seal leak. Sensor rows in that window carry related_failure_id=F00878.,inspect component and replace if worn
F00879,M002,2025-12-29T14:37:00,brush_roll,1.15,Minor,1,1,1,blockage_or_jam,brush roll jam,0.95,True,72,67.85,1.92,9.738,64.77,brush_roll failed after a 72-hour blockage_or_jam pattern connected to brush roll jam. Sensor rows in that window carry related_failure_id=F00879.,schedule immediate service
F00880,M009,2025-12-30T01:13:00,induction_coil,46.78,Critical,1,1,1,sensor_or_control,temperature sensor drift,0.83,False,72,120.48,0.294,19.957,51.41,induction_coil failed after a 72-hour sensor_or_control pattern connected to temperature sensor drift. Sensor rows in that window carry related_failure_id=F00880.,check power supply and wiring
F00881,M013,2026-01-04T03:15:00,jar_seal,35.66,Critical,1,1,1,pressure_or_airflow,jar seal leak,0.94,True,72,73.67,0.826,7.095,66.75,jar_seal failed after a 72-hour pressure_or_airflow pattern connected to jar seal leak. Sensor rows in that window carry related_failure_id=F00881.,reset and recalibrate sensor
F00882,M001,2026-01-04T23:06:00,cooling_fan,1.07,Minor,1,1,1,pressure_or_airflow,cooling fan failure,0.81,True,72,171.07,0.095,15.774,70.31,cooling_fan failed after a 72-hour pressure_or_airflow pattern connected to cooling fan failure. Sensor rows in that window carry related_failure_id=F00882.,schedule immediate service
F00883,M012,2026-01-06T12:45:00,charging_port,1.91,Minor,1,1,1,electrical_fault,charging port fault,0.87,True,72,41.34,0.486,1.242,52.26,charging_port failed after a 72-hour electrical_fault pattern connected to charging port fault. Sensor rows in that window carry related_failure_id=F00883.,reset and recalibrate sensor
F00884,M003,2026-01-06T23:43:00,drain_pump,60.0,Critical,1,1,1,blockage_or_jam,drain restriction,0.94,True,72,55.33,0.001,9.622,66.6,drain_pump failed after a 72-hour blockage_or_jam pattern connected to drain restriction. Sensor rows in that window carry related_failure_id=F00884.,schedule immediate service
